texto_integro,fecha,diario,secc,orga,encabezado,fecha_mensaje,numdoc,mensaje,seri,ndia,subi,url,term,cve
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202150010.CODI.#1,20120215,/public_oficiales/L10/CONG/DS/PL/PL_010.PDF,CONGRESO,Pleno,DS,de 15/02/2012,10,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 10,",Pleno y Diputación Permanente ,10,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202150010.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203150020.CODI.#1,20120315,/public_oficiales/L10/CONG/DS/PL/PL_020.PDF,CONGRESO,Pleno,DS,de 15/03/2012,20,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 20,",Pleno y Diputación Permanente ,20,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203150020.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202230014.CODI.#1,20120223,/public_oficiales/L10/CONG/DS/PL/PL_014.PDF,CONGRESO,Pleno,DS,de 23/02/2012,14,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 14,",Pleno y Diputación Permanente ,14,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202230014.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202220013.CODI.#1,20120222,/public_oficiales/L10/CONG/DS/PL/PL_013.PDF,CONGRESO,Pleno,DS,de 22/02/2012,13,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 13,",Pleno y Diputación Permanente ,13,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202220013.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202210012.CODI.#1,20120221,/public_oficiales/L10/CONG/DS/PL/PL_012.PDF,CONGRESO,Pleno,DS,de 21/02/2012,12,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 12,",Pleno y Diputación Permanente ,12,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202210012.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202160011.CODI.#1,20120216,/public_oficiales/L10/CONG/DS/PL/PL_011.PDF,CONGRESO,Pleno,DS,de 16/02/2012,11,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 11,",Pleno y Diputación Permanente ,11,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202160011.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202140009.CODI.#1,20120214,/public_oficiales/L10/CONG/DS/PL/PL_009.PDF,CONGRESO,Pleno,DS,de 14/02/2012,9,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 9,",Pleno y Diputación Permanente ,9,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202140009.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203130018.CODI.#1,20120313,/public_oficiales/L10/CONG/DS/PL/PL_018.PDF,CONGRESO,Pleno,DS,de 13/03/2012,18,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 18,",Pleno y Diputación Permanente ,18,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203130018.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202090008.CODI.#1,20120209,/public_oficiales/L10/CONG/DS/PL/PL_008.PDF,CONGRESO,Pleno,DS,de 09/02/2012,8,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 8,",Pleno y Diputación Permanente ,8,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202090008.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203080017.CODI.#1,20120308,/public_oficiales/L10/CONG/DS/PL/PL_017.PDF,CONGRESO,Pleno,DS,de 08/03/2012,17,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 17,",Pleno y Diputación Permanente ,17,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203080017.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203070016.CODI.#1,20120307,/public_oficiales/L10/CONG/DS/PL/PL_016.PDF,CONGRESO,Pleno,DS,de 07/03/2012,16,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 16,",Pleno y Diputación Permanente ,16,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203070016.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203060015.CODI.#1,20120306,/public_oficiales/L10/CONG/DS/PL/PL_015.PDF,CONGRESO,Pleno,DS,de 06/03/2012,15,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 15,",Pleno y Diputación Permanente ,15,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203060015.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDD201201110005.CODI.#1,20120111,/public_oficiales/L10/CONG/DS/PL/PL_005.PDF,CONGRESO,Diputación Permanente,DS,de 11/01/2012,5,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 5,",Pleno y Diputación Permanente ,5,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDD201201110005.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201201110004.CODI.#1,20120111,/public_oficiales/L10/CONG/DS/PL/PL_004.PDF,CONGRESO,Pleno,DS,de 11/01/2012,4,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 4,",Pleno y Diputación Permanente ,4,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201201110004.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202080007.CODI.#1,20120208,/public_oficiales/L10/CONG/DS/PL/PL_007.PDF,CONGRESO,Pleno,DS,de 08/02/2012,7,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 7,",Pleno y Diputación Permanente ,7,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202080007.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201202070006.CODI.#1,20120207,/public_oficiales/L10/CONG/DS/PL/PL_006.PDF,CONGRESO,Pleno,DS,de 07/02/2012,6,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 6,",Pleno y Diputación Permanente ,6,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201202070006.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203140019.CODI.#1,20120314,/public_oficiales/L10/CONG/DS/PL/PL_019.PDF,CONGRESO,Pleno,DS,de 14/03/2012,19,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 19,",Pleno y Diputación Permanente ,19,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203140019.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201112130001.CODI.#1,20111213,/public_oficiales/L10/CONG/DS/PL/PL_001.PDF,CONGRESO,Pleno,DS,de 13/12/2011,1,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 1,",Pleno y Diputación Permanente ,1,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201112130001.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201112200003.CODI.#1,20111220,/public_oficiales/L10/CONG/DS/PL/PL_003.PDF,CONGRESO,Pleno,DS,de 20/12/2011,3,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 3,",Pleno y Diputación Permanente ,3,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201112200003.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201112190002.CODI.#1,20111219,/public_oficiales/L10/CONG/DS/PL/PL_002.PDF,CONGRESO,Pleno,DS,de 19/12/2011,2,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 2,",Pleno y Diputación Permanente ,2,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201112190002.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203270021.CODI.#1,20120327,/public_oficiales/L10/CONG/DS/PL/PL_021.PDF,CONGRESO,Pleno,DS,de 27/03/2012,21,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 21,",Pleno y Diputación Permanente ,21,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203270021.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201205210032.CODI.#1,20120521,/public_oficiales/L10/CONG/DS/PL/PL_032.PDF,CONGRESO,Pleno,DS,de 21/05/2012,32,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 32,",Pleno y Diputación Permanente ,32,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201205210032.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201205170031.CODI.#1,20120517,/public_oficiales/L10/CONG/DS/PL/PL_031.PDF,CONGRESO,Pleno,DS,de 17/05/2012,31,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 31,",Pleno y Diputación Permanente ,31,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201205170031.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201205160030.CODI.#1,20120516,/public_oficiales/L10/CONG/DS/PL/PL_030.PDF,CONGRESO,Pleno,DS,de 16/05/2012,30,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 30,",Pleno y Diputación Permanente ,30,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201205160030.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201206140040.CODI.#1,20120614,/public_oficiales/L10/CONG/DS/PL/PL_040.PDF,CONGRESO,Pleno,DS,de 14/06/2012,40,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 40,",Pleno y Diputación Permanente ,40,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201206140040.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201204110025.CODI.#1,20120411,/public_oficiales/L10/CONG/DS/PL/PL_025.PDF,CONGRESO,Pleno,DS,de 11/04/2012,25,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 25,",Pleno y Diputación Permanente ,25,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201204110025.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201205300036.CODI.#1,20120530,/public_oficiales/L10/CONG/DS/PL/PL_036.PDF,CONGRESO,Pleno,DS,de 30/05/2012,36,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 36,",Pleno y Diputación Permanente ,36,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201205300036.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201204100024.CODI.#1,20120410,/public_oficiales/L10/CONG/DS/PL/PL_024.PDF,CONGRESO,Pleno,DS,de 10/04/2012,24,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 24,",Pleno y Diputación Permanente ,24,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201204100024.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201205290035.CODI.#1,20120529,/public_oficiales/L10/CONG/DS/PL/PL_035.PDF,CONGRESO,Pleno,DS,de 29/05/2012,35,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 35,",Pleno y Diputación Permanente ,35,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201205290035.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203290023.CODI.#1,20120329,/public_oficiales/L10/CONG/DS/PL/PL_023.PDF,CONGRESO,Pleno,DS,de 29/03/2012,23,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 23,",Pleno y Diputación Permanente ,23,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203290023.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201205230034.CODI.#1,20120523,/public_oficiales/L10/CONG/DS/PL/PL_034.PDF,CONGRESO,Pleno,DS,de 23/05/2012,34,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 34,",Pleno y Diputación Permanente ,34,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201205230034.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201203280022.CODI.#1,20120328,/public_oficiales/L10/CONG/DS/PL/PL_022.PDF,CONGRESO,Pleno,DS,de 28/03/2012,22,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 22,",Pleno y Diputación Permanente ,22,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201203280022.CODI.#1,X,
/wc/abrirPopUp?CMD=VERDOC&CONF=BRSPUB.cnf&BASE=PU10&PIECE=PU10&DOCS=1-1&FMT=PUWTXDTS.fmt&OPDEF=Y&QUERY=(D).PUBL.+Y+(Congreso).SECC.+Y+(Pleno-y-Diputacion-Permanente).ORSE.+Y+CDP201205220033.CODI.#1,20120522,/public_oficiales/L10/CONG/DS/PL/PL_033.PDF,CONGRESO,Pleno,DS,de 22/05/2012,33,"Congreso de los Diputados, Pleno y Dip. Perm., núm. 33,",Pleno y Diputación Permanente ,33,,https://www.congreso.es/busqueda-de-publicaciones?p_p_id=publicaciones&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_publicaciones_mode=mostrarTextoIntegro&_publicaciones_legislatura=X&_publicaciones_texto=&_publicaciones_id_texto=CDP201205220033.CODI.#1,X,
